"External ID","Nome","Categoria","Costo","Prezzo di Vendita","Quantità in possesso","Quantità prevista","Riferimento interno","Sequenza","Tipo Prodotto","Unità di misura"
"__export__.product_template_2766_12f5ff77","Choke, Common Mode, ACM4520-142-2P, TDK, 1.5A, 1.4kohm, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","O-6-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2763_eb19da69","Choke, Common Mode, CM2021Y330R-10, Laird, 15A, 33ohm, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","O-5-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2353_a5cfb776","Classe 300 (I ver.)","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3914_70bf198e","Collaudo","__export__.product_category_5","0.0","0.0","0.0","0.0","Serv","1","Servizio","uom.product_uom_unit"
"__export__.product_template_1717_047fe5fc","Comelz, Camera","__export__.product_category_24_8733435d","95.74","132.0","1.0","1001.0","Schede","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3676_1029c625","Comelz, Camera V2, Completa (Core + Sensor)","__export__.product_category_24_8733435d","234.39999999999998","300.0","0.0","0.0","Scheda","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3687_16e24892","Comelz, Camera V2, Completa e Assemblata (Core + Sensor + Case Metallico)","__export__.product_category_24_8733435d","234.39999999999998","300.0","'-152.0","'-144.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3558_8c0f8ee5","Comelz, Camera V2, Core,  Prototipo","__export__.product_category_18","0.0","1.0","2.0","2.0","scheda","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3581_ee52cee5","Comelz, Camera V2, Core, Ver.A","__export__.product_category_25_3bd84a2e","156.78","158.76","13.0","13.0","scheda","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3814_0ac3147b","Comelz, Camera V2, Core, Ver.B","__export__.product_category_25_3bd84a2e","156.75","158.75","368.0","368.0","Schede","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3512_c5994ce9","Comelz, Camera V2, Prototipo","__export__.product_category_9","0.0","1.0","5.0","5.0","Schede","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3564_7d6da673","Comelz, Camera V2, Sensor Shield 18 MPx,  Prototipo","__export__.product_category_18","0.0","1.0","13.0","13.0","scheda","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3580_b7cd6239","Comelz, Camera V2, Sensor Shield 18 MPx, Ver.C","__export__.product_category_25_3bd84a2e","65.05","65.05","8.0","8.0","Scheda","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3815_5f50102f","Comelz, Camera V2, Sensor Shield 18 MPx, Ver.D","__export__.product_category_25_3bd84a2e","65.05","65.05","55.0","55.0","Schede","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3816_ee293777","Comelz, Camera V2, Sensor Shield 18 MPx, Ver.E","__export__.product_category_25_3bd84a2e","65.05","65.05","330.0","330.0","Schede","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3699_41a6b3d5","Comelz, KK353, Prototipo","__export__.product_category_4","0.0","1.0","0.0","0.0","Schede","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2492_63f02954","Compact Flash card 4GB_Same speed with last order","__export__.product_category_17","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1494","Comparator, Dual, Low Power, LM393, ST, DIP, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","I-3-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1495","Comparator, Dual, Low Power, LM393, Texas, SOIC, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","I-3-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1229","Comparator, High speed, AD790, Analog Device, 45nS, SOIC8, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","A-7-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1490","Comparator, LM211D, SOIC8, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","A-7-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3064_6e2777b9","Comparator, Magnitude, 4-Bit, SN74LS85N, DIP16, THD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","P-1-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1228","Comparator, Precision, High speed, LT1016, DIP8, THD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","A-7-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1868_3e001bf1","Comparator, Quad, LM239D, SOIC14, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","A-4-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1867_88c24923","Comparator, Quad, LM2901DG, ON Semiconductor, SOIC14, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3299_a674b16f","Comparator, Quad, LM2901DG, SOIC14, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","A-4-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1818_79c0c430","Comparator, Quad, LM339D, SOIC14, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","A-4-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1491","Comparator, Rail-Rail, TTL/CMOS, ADCMP609BRMZ, MSOP, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","A-7-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3177_490dbf16","Componenti HW, Supporti, Kit HD aggiuntivo per Mini Mac, MD504ZM/A, Apple","__export__.product_category_20","0.0","1.0","0.0","0.0","IT","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3888_80ceb22c","Componenti HW, Supporti, Stativo per smartphone","__export__.product_category_20","0.0","0.0","0.0","0.0","IT","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2652_5db4ab39","Componentistica elettronica varia","__export__.product_category_3","0.0","1.0","0.0","9.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2586_41958c78","Condizionatore segnale per estensimetro, CPJ Analog transmitter rail din, SCAIME, output 0-10Vdc/4-20mA ","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2584_42169bd3","Condizionatore segnale per estensimetro, Z-SG, Wachendorff","__export__.product_category_9","0.0","1.0","1.0","1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2092_35cb2e9c","Conforma Coating, SL1307 FLZ 232, Pertes, 5Kg","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2415_2f624366","Conforma Coating, SL1307 FLZ 232, Pertes, Spray","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2093_e6a5444d","Conforma Coating, Thinner, Diluente, V 1307 FLZ 2, Pertes, 5Kg","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2608_1e9c352d","CONGA-HDMI/DisplayPort Adapter","__export__.product_category_17","0.0","1.0","'-1.0","'-1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2609_dd187417","CONGA-LDVI/EPI","__export__.product_category_17","0.0","1.0","'-1.0","'-1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2606_850219a8","CONGA-QA4/N3060-2G eMMC8","__export__.product_category_17","0.0","1.0","0.0","0.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2607_dc67a429","CONGA-QEVA/Qseven 2.0 x86","__export__.product_category_17","0.0","1.0","'-1.0","'-1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2464_3f3b67a5","Connector, Banana Plug, Black, 4mm, Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","M-9-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2463_87e51261","Connector, Banana Plug, Red, 4mm, Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","M-9-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2460_dc2f08da","Connector, Battery holder, Coin, 20.0mm, 2016,2020,2025,2032, 79523211, WE, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","N-8-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2993_be94475b","Connector, Battery holder, Coin, 20.0mm, 2025, 2032, 1066, KEYSTONE, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","N-8-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2194_475dc54d","Connector, Battery holder, Coin, 20.0mm, 2025, 2032, 1066, KEYSTONE, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","N-8-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2237_fe99e7e1","Connector, Battery holder, Coin, 20.0mm, 2025, 2032, 79528211, WE, THD","__export__.product_category_9","0.0","1.0","0.0","0.0","Prod","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3014_923ab9fb","Connector, Board Stacker, 26x2, 2.54mm, 68714014022, WE, H=30mm, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","Q-2-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_691","Connector,Board Stacker, 32x2, 2.54mm, 61306428521, WE, H=30mm, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","A-9-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2119_5e33865c","Connector,Board Stacker, 32x2, 2.54mm, 61306428521, WE, H=30mm, THD","__export__.product_category_9","0.0","1.0","0.0","0.0","Prod","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3629_199f39e0"," Connector, Board to Board,M22-7140542,HARWIN,5x2,2mm,THD","__export__.product_category_9","0.0","1.0","0.0","0.0","O-4-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3313_0c29e1c4","Connector, Card Edge, MXM, Q7,  Pitch 0,5, 1x230 pin, 41136100P6221, SECO, H=9.5mm, SMD","__export__.product_category_3","0.0","1.0","0.0","100.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3316_2c9b497c","Connector, Circular, HEATER, 4 Way, CA 3 LD, Belden Hirschmann,  Femmina","__export__.product_category_9","0.0","1.0","4.0","4.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3315_8f9d04a0","Connector, Circular, HEATER, 4 Way, CA 3 LS, Belden Hirschmann,  Maschio","__export__.product_category_9","0.0","1.0","4.0","4.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2034_03bdec3f","Connector, Circular, Plug, 16-19, UTG61619PN, SOURIAU, Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","G-10","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2033_8d7598de","Connector, Circular, Socket Housing, 19 Way, UTG61619SN, SOURIAU,  Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","G-10","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2922_e763fb24","Connector, Coaxial, BNC, Angled, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","M-9-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3089_441652e6","Connector, Converter, DB9, Male-Male -$","__export__.product_category_3","0.0","1.0","0.0","0.0","P-7-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1853_b782a952","Connector, DB25, Shell, CCOV25-SCL-LG, PIN25","__export__.product_category_3","0.0","1.0","0.0","0.0","F-10","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2443_69663d1b","Connector, DB25, Shell, MC-DPPK15-BLUE-K ","__export__.product_category_3","0.0","1.0","0.0","0.0","F-10","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2030_263e52da","Connector, DB37, Shell, PIN37","__export__.product_category_3","0.0","1.0","0.0","0.0","F-10","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3082_3f4488e9","Connector, DB9, Female, A SALDARE","__export__.product_category_3","0.0","1.0","0.0","0.0","P-5-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3105_2e812c4e","Connector, DB9, Female, Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","P-10-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3081_a5a7d645","Connector, DB9, Male, A SALDARE","__export__.product_category_3","0.0","1.0","0.0","0.0","P-5-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3104_9d802a9a","Connector, DB9, Male, Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","P-10-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3083_ef1de4d5","Connector, DB9, Male/Female, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","P-5-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2031_c1aca88a","Connector, DB9, Shell, PIN9","__export__.product_category_3","0.0","1.0","0.0","0.0","F-10","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2444_bfa2e381","Connector, D-Sub, 15, Female, A Saldare -$","__export__.product_category_3","0.0","1.0","0.0","0.0","C-9-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1965_08ffd013","Connector, D-Sub, 15, Male, A Saldare -$","__export__.product_category_3","0.0","1.0","0.0","0.0","C-9-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1964_c716f013","Connector, D-Sub, 37, Male, A Saldare","__export__.product_category_3","0.0","1.0","0.0","0.0","B-9-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2200_47271da0","Connector, D-Sub, 9, Female, 5504F1-09S-02A-03, A Saldare","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2239_e96bc438","Connector, D-Sub, 9, Female, A Saldare","__export__.product_category_3","0.0","1.0","0.0","0.0","P-2-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1962_9bac506e","Connector, D-Sub, DB25, 25, Female, A Saldare -$","__export__.product_category_3","0.0","1.0","0.0","0.0","C-9-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1963_42d73627","Connector, D-Sub, DB25, 25, Male, A Saldare -$","__export__.product_category_3","0.0","1.0","0.0","0.0","C-9-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1811_6c6d6f5f","Connector, Dual Socket Header,CES-104-01-T-D, Samtec, 4x2, H=4.5mm, W=5.08mm, 2.54mm,THD","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3045_aed3be65","Connector, Female, Coaxial, UHF, SO-239, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","N-9-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3369_9100d43c","Connector, Female, Jack, Pin-jack, Audio, Stereo, Right Angle, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","N-8-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2991_76cec140","Connector, Female, Jack, Pin-jack, Audio, Stereo, Right Angle, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","N-8-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3008_d421ce38","Connector, FFC, FPC, ZIF, 40pos, 0.5mm","__export__.product_category_3","0.0","1.0","0.0","0.0","O-12-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3012_e74a1e51","Connector, FFC, FPC, ZIF, 40pos, TOP, 0.5mm, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","Q-1-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3006_b8515546","Connector, FFC, FPC, ZIF, 4pos, 1mm -$","__export__.product_category_3","0.0","1.0","0.0","0.0","O-12-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3011_ffb1a550","Connector, FFC, FPC, ZIF, 4pos, 1mm,  SMD-$","__export__.product_category_3","0.0","1.0","0.0","0.0","Q-1-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3015_06b57ddb","Connector, FFC, FPC, ZIF,  6POS, 0.5mm, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","Q-2-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3783_90380da1","Connector, FFC, FPC, ZIP, 10pos, BOT, 0.5mm, 68711014522, WE, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","Q-2-3","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3786_711c4746","Connector, FFC, FPC, ZIP, 36pos, TOP, 0.5mm, FH12A-36S-0.5SH(55),  SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","Q-1-5","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3784_8528b19a","Connector, FFC, FPC, ZIP, 40pos, TOP, 0.5mm, 68714014022, WE, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","Q-1-5","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_1722_a8facd6c","Connector, Housing, SHR-04V-S-B, 4pin, 1mm ","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1723_61f941e4","Connector, Housing, SHR-06V-S-B, 6pin, 1mm ","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1724_a736b19c","Connector, Housing, SHR-07V-S-B, 7pin, 1mm ","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2970_4fd0f101","Connector, IC, Multichannel, 5V, RS-232 Interface IC, 700-MAX232ESE, THD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","S-5-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2062_1cc6c46c","Connector, IDC, 2.54mm, 20x2, 61202023021, WE, Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2063_a1c5b46c","Connector, IDC, 2.54mm, 20x2, D89120-0131HK, 3M, Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2673_e370e8ef","Connector, IDC, Female Plug, 10x2,  Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","G-7-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3099_30425517","Connector, IDC, Female Plug, 32x2, 2mm, Cable -$","__export__.product_category_3","0.0","1.0","0.0","0.0","P-9-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3103_737bb251","Connector, IDC, Female Plug, 5x2, 2mm, Cable -$","__export__.product_category_3","0.0","1.0","0.0","0.0","P-9-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2674_7be39c61","Connector, IDC, Female Plug, 8x2, 2mm, 62501623021, WE, Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","G-7-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3100_10d5ffd7","Connector, IDC, Male+Female Plug, 13x2, 2mm, Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","P-9-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3013_e0ec2245","Connector, I/O, SATA, 22pos, 47018-4001, MOLEX, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","Q-2-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2452_fde5076c","Connector, Jack, Audio, Mono, Right Angle, 3.5mm, THD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","M-5-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_614","Connector, Jack, BNC, Coaxial, 50 ohm, B6251G3-NPP3G-50, AMPHENOL , PCB, Panel, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","N-9-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2049_7970f30d","Connector, Jack, BNC, Coaxial, 50ohm, Tyco , Cable, Panel, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","N-9-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3111_d621136e","Connector, Jack, DC Plug","__export__.product_category_3","0.0","1.0","0.0","0.0","P-11-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2451_786c70b2","Connector, Jack, DC, Right Angle, Inner 2.05mm, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","M-5-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2344_270f8068","Connector, Jack, Horizontal, SMA, 50ohm, 5-1814400-1, TE, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","M-9-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3383_7167b1ea","Connector, Jack, SMA, Coaxial, Edge Launch, 50ohm, 142-0701-851, Johnson, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","M-9-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2052_2817e7d7","Connector, Jack, SMA, Coaxial, Straight, 50ohm, 5-1814832-1, TE CONNECTIVITY, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","M-9-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_626","Connector, Jack, SMB, Coaxial, Straight, 50ohm, 24-14-2-TGG, MULTICOMP,  THD","__export__.product_category_3","0.0","1.0","0.0","0.0","M-9-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2050_f299ae80","Connector, Jack, Straight, BNC, Coaxial, 50ohm,  13-22-19, MULTICOMP, Cable, Panel, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","N-9-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2211_7d64a126","Connector, Jack, Straight, MMCX, RF Coaxial, 50ohm, 135-3701-201, JOHNSON, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","M-9-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3108_8fb2f764","Connector, Male, Audio, Mono","__export__.product_category_3","0.0","1.0","0.0","0.0","P-10-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3107_158beda2","Connector, Male, Audio, Stereo/Stereo+Mic","__export__.product_category_3","0.0","1.0","0.0","0.0","P-10-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2095_f1da39da","Connector, Micro Edge, 100 pos, 15021004601333, HARTING, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","L-1-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3632_81027c0d","Connector, Micro-Fit, 2x2, 4.2mm, 43025, Molex, Femmina, Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","O-3-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2121_9c65c1cc","Connector, MicroMatch, 10x2, 1.27mm, 690367282076, WE, SMD","__export__.product_category_9","0.0","1.0","0.0","0.0","Prod","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_679","Connector, MicroMatch, 10x2, 1.27mm, 690367282076, WE,  SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","A-9-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3007_5db14c01","Connector, MicroSD, host, 693071010811, WE, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","O-12-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2216_7a894d5e","Connector, MicroSD, host, 693072010801, WE, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","O-12-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2228_45ff6e58","Connector, Micro SD host, 8 pins WR-CRD, 693072010801, WE, SMD","__export__.product_category_9","0.0","1.0","0.0","0.0","Prod","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2098_770894dd","Connector, Mini-DIN, Plug, 6 poli, 171-2606, Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2097_af70823e","Connector, Mini-DIN, Plug, 6 poli, 806-KMDAX-6P, Cable","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3630_7b057d10","Connector, Mini-Fit, 2x2, 4.2mm, 39-01-2045 , Molex, H=9.6mm, CABLE","__export__.product_category_9","0.0","1.0","0.0","0.0","O-1-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3631_7ba84651","Connector, Mini-Fit, 4x2, 4.2mm, 39-01-2045 , Molex, H=9.6mm, TH","__export__.product_category_3","0.0","1.0","0.0","0.0","O-5-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2217_66472605","Connector, Mini Sim host, 6 pins WR-CRD, 693012040811, WE, SMD","__export__.product_category_9","0.0","1.0","0.0","0.0","Prod","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2992_fb740f58","Connector, Mini Sim host, 6 pins WR-CRD, 693012040811, WE, SMD -$","__export__.product_category_9","0.0","1.0","0.0","0.0","Q-1-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1954_b1b169dd","Connector, Morsetto a Coccodrillo, Black, Nero","__export__.product_category_3","0.0","1.0","0.0","0.0","A-10","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1953_f7971050","Connector, Morsetto a Coccodrillo, Red, Rosso","__export__.product_category_3","0.0","1.0","0.0","0.0","B-10","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3021_44d01584","Connector, Panel, 4mm, Green","__export__.product_category_3","0.0","1.0","0.0","0.0","Q-3-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3763_c799a021","Connector, Pin Header,  10x2, 20pos, 1.27mm, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","L-3-5","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3771_43c25968","Connector, Pin Header, 10x2, 20pos, 1.27mm, Stacked, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","L-3-5","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2118_f40fda7b","Connector, Pin Header, 10x2, 2mm, 62502022021, WE, Vertical Box Lever, THD","__export__.product_category_9","0.0","1.0","0.0","0.0","Prod","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2122_dd4dadb7","Connector, Pin Header, 10x2, 2mm, 62502022121, WE, Angled Box Lever, THD","__export__.product_category_9","0.0","1.0","0.0","0.0","Prod","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_705","Connector, Pin Header, 2.54mm, 1x4, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_706","Connector, Pin Header, 2.54mm, 1x6, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3591_e5f6c3e2","Connector, Pin Header, 2mm, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","O-3-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3133_a076bebf","Connector, Pin Header, 40x2, 2.54mm, H=20.0mm, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","G-9-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3772_5bde7052","Connector, Pin Header, 4x2, 8pos, 1.27mm, Stacked, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","L-3-5","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3770_5771439a","Connector, Pin Header, 5x1, 2.54mm, Angled, AMP-TE, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","I-9-3","1","Prodotto immagazzinabile","uom.product_uom_unit"
